mvalorarriendo,mareac,mnrocuartos,mnrobanos,mnrogarajes,mzona_nombre
2000000,240.0,3.0,3.0,0.0,Noroccidente
1100000,90.0,3.0,2.0,0.0,Suroccidente
1335000,70.0,2.0,2.0,1.0,Noroccidente
1200000,75.0,3.0,2.0,0.0,Suroccidente
3003000,150.0,3.0,2.0,0.0,Noroccidente
670000,40.0,1.0,1.0,0.0,Noroccidente
2500000,158.0,3.0,3.0,1.0,Noroccidente
1800000,97.7,3.0,2.0,1.0,Noroccidente
1050000,85.0,2.0,1.0,1.0,Noroccidente
1200000,73.0,3.0,2.0,1.0,Noroccidente
1300000,76.0,2.0,2.0,1.0,Noroccidente
1850000,120.0,3.0,3.0,0.0,Noroccidente
1650000,93.0,3.0,2.0,1.0,Noroccidente
800000,80.0,1.0,1.0,0.0,Suroccidente
850000,60.0,2.0,1.0,0.0,Suroccidente
910000,68.0,3.0,2.0,1.0,Noroccidente
1200000,46.0,1.0,1.0,1.0,Noroccidente
2266000,148.0,3.0,3.0,1.0,Noroccidente
1300000,70.0,2.0,2.0,1.0,Noroccidente
3900000,75.0,2.0,2.0,1.0,Noroccidente
1100000,60.0,1.0,2.0,1.0,Noroccidente
1250000,70.0,3.0,2.0,0.0,Noroccidente
1400000,127.0,4.0,3.0,1.0,Noroccidente
1467000,82.0,3.0,2.0,1.0,Noroccidente
2200000,90.0,1.0,1.0,1.0,Noroccidente
1600000,99.8,3.0,2.0,1.0,Suroccidente
1300000,78.0,3.0,2.0,1.0,Suroccidente
1318000,72.76,2.0,2.0,1.0,Noroccidente
1571200,82.0,3.0,2.0,1.0,Suroccidente
1500000,108.0,3.0,2.0,1.0,Noroccidente
1095000,72.0,2.0,1.0,0.0,Noroccidente
2500000,175.0,3.0,3.0,1.0,Noroccidente
1200000,90.0,3.0,2.0,1.0,Suroccidente
1300000,100.0,3.0,2.0,0.0,Noroccidente
1100000,64.0,2.0,1.0,0.0,Suroccidente
1700000,110.0,3.0,2.0,1.0,Noroccidente
1600000,70.0,3.0,2.0,1.0,Noroccidente
1100000,74.0,3.0,2.0,1.0,Noroccidente
1100000,65.0,3.0,2.0,1.0,Noroccidente
642605,40.0,1.0,1.0,0.0,Suroccidente
1500000,79.0,2.0,2.0,0.0,Noroccidente
2500000,125.0,3.0,2.0,1.0,Noroccidente
1800000,50.0,1.0,2.0,1.0,Suroccidente
1100000,53.0,2.0,1.0,1.0,Suroccidente
1500000,87.0,3.0,2.0,1.0,Noroccidente
850000,70.0,2.0,1.0,0.0,Suroccidente
1350000,81.0,3.0,2.0,1.0,Suroccidente
1800000,108.0,3.0,3.0,1.0,Noroccidente
1900000,74.0,2.0,3.0,1.0,Noroccidente
1200000,69.0,3.0,2.0,1.0,Noroccidente
1250000,120.0,3.0,3.0,1.0,Noroccidente
1500000,70.0,2.0,2.0,1.0,Noroccidente
1600000,68.0,2.0,2.0,1.0,Noroccidente
2030000,172.0,3.0,2.0,1.0,Noroccidente
1200000,38.0,1.0,1.0,0.0,Noroccidente
976000,135.0,3.0,1.0,1.0,Noroccidente
1500000,39.0,1.0,1.0,0.0,Noroccidente
1400000,73.0,3.0,3.0,1.0,Noroccidente
1700000,106.0,3.0,2.0,1.0,Noroccidente
750000,60.0,2.0,1.0,1.0,Suroccidente
920000,98.0,3.0,3.0,1.0,Noroccidente
850000,68.0,3.0,1.0,1.0,Suroccidente
1000000,68.0,3.0,2.0,1.0,Noroccidente
1127800,90.0,3.0,2.0,0.0,Noroccidente
1450000,80.0,3.0,2.0,1.0,Noroccidente
1100000,82.0,2.0,2.0,1.0,Suroccidente
2300000,145.0,3.0,2.0,2.0,Noroccidente
1300000,39.93,1.0,1.0,1.0,Noroccidente
1440000,75.0,2.0,2.0,1.0,Noroccidente
1500000,68.0,2.0,2.0,1.0,Noroccidente
1310300,54.0,1.0,2.0,1.0,Noroccidente
1550000,67.0,2.0,2.0,1.0,Noroccidente
1200000,90.0,2.0,2.0,1.0,Noroccidente
1000000,105.0,2.0,2.0,0.0,Suroccidente
1100000,92.0,3.0,1.0,1.0,Noroccidente
1370000,68.0,3.0,2.0,1.0,Suroccidente
1500000,74.0,3.0,2.0,0.0,Noroccidente
1500000,77.0,3.0,3.0,1.0,Otros
1250000,52.0,2.0,2.0,1.0,Otros
850000,69.0,2.0,2.0,1.0,Suroccidente
850000,68.0,1.0,2.0,1.0,Noroccidente
1200000,120.0,3.0,3.0,1.0,Noroccidente
1100000,98.0,3.0,2.0,0.0,Suroccidente
1250000,65.0,1.0,1.0,1.0,Noroccidente
1700000,75.0,2.0,1.0,1.0,Noroccidente
1050000,61.0,3.0,2.0,1.0,Noroccidente
1400000,93.0,3.0,2.0,1.0,Noroccidente
1250000,42.0,1.0,1.0,1.0,Noroccidente
1850000,149.0,3.0,3.0,1.0,Noroccidente
1010000,71.0,2.0,1.0,1.0,Noroccidente
550000,20.0,1.0,1.0,0.0,Suroccidente
1086800,75.0,3.0,2.0,1.0,Suroccidente
850000,71.0,2.0,2.0,1.0,Noroccidente
850000,70.0,2.0,1.0,0.0,Suroccidente
1400000,96.0,3.0,2.0,1.0,Noroccidente
1300000,67.0,2.0,2.0,1.0,Noroccidente
1159000,60.0,2.0,2.0,1.0,Noroccidente
1350000,74.0,3.0,2.0,0.0,Noroccidente
1000000,68.0,2.0,2.0,2.0,Noroccidente
1200000,43.0,1.0,1.0,1.0,Noroccidente
800000,100.0,3.0,2.0,0.0,Suroccidente
1500000,135.0,3.0,2.0,1.0,Noroccidente
1500000,65.0,1.0,1.0,1.0,Noroccidente
1200000,82.0,3.0,2.0,0.0,Noroccidente
1313000,53.0,1.0,2.0,1.0,Noroccidente
1313000,53.0,1.0,2.0,1.0,Noroccidente
713000,53.0,3.0,2.0,1.0,Suroccidente
948000,52.0,2.0,2.0,0.0,Suroccidente
600000,32.0,2.0,1.0,0.0,Suroccidente
1450000,64.0,3.0,2.0,1.0,Noroccidente
1500000,45.0,1.0,1.0,0.0,Noroccidente
1300000,63.0,2.0,1.0,1.0,Noroccidente
1100000,40.0,1.0,1.0,1.0,Noroccidente
750000,53.0,2.0,1.0,0.0,Suroccidente
1141800,89.0,2.0,1.0,0.0,Noroccidente
1500000,54.0,3.0,2.0,0.0,Noroccidente
1320000,63.0,1.0,1.0,1.0,Noroccidente
1300000,40.0,2.0,2.0,0.0,Noroccidente
1300000,40.0,2.0,2.0,0.0,Noroccidente
1300000,40.0,2.0,2.0,0.0,Noroccidente
1300000,45.0,2.0,2.0,0.0,Noroccidente
900000,30.0,1.0,1.0,0.0,Noroccidente
750000,90.0,2.0,2.0,0.0,Suroccidente
2090000,139.0,3.0,2.0,1.0,Noroccidente
1850000,62.0,1.0,2.0,1.0,Noroccidente
1500000,104.0,3.0,2.0,1.0,Noroccidente
1550000,83.0,3.0,2.0,1.0,Suroccidente
1423000,84.66,2.0,3.0,2.0,Noroccidente
1200000,74.0,3.0,2.0,1.0,Noroccidente
800000,64.0,1.0,1.0,1.0,Noroccidente
1000000,80.0,2.0,1.0,1.0,Suroccidente
1206000,100.0,3.0,2.0,1.0,Noroccidente
1400000,90.0,3.0,2.0,1.0,Suroccidente
1700000,110.0,3.0,2.0,1.0,Noroccidente
1200000,65.0,3.0,1.0,1.0,Suroccidente
1450000,82.0,3.0,2.0,1.0,Suroccidente
870000,74.0,2.0,2.0,1.0,Noroccidente
3700000,164.0,3.0,4.0,1.0,Noroccidente
1579000,93.0,3.0,3.0,1.0,Noroccidente
967000,85.0,2.0,1.0,0.0,Noroccidente
2400000,120.0,2.0,2.0,2.0,Noroccidente
1600000,118.0,3.0,2.0,1.0,Noroccidente
1000000,53.0,2.0,1.0,0.0,Noroccidente
850000,47.0,2.0,1.0,0.0,Suroccidente
1200000,73.0,3.0,2.0,1.0,Noroccidente
1035000,86.0,3.0,2.0,1.0,Noroccidente
2300000,115.0,2.0,2.0,2.0,Noroccidente
1350000,81.0,2.0,2.0,1.0,Noroccidente
1200000,68.0,3.0,2.0,1.0,Suroccidente
963908,91.0,2.0,2.0,0.0,Noroccidente
2130000,57.0,1.0,1.0,1.0,Noroccidente
2700000,350.0,4.0,2.0,1.0,Noroccidente
1800000,64.0,2.0,3.0,1.0,Noroccidente
1100000,75.0,3.0,2.0,1.0,Noroccidente
1800000,89.0,2.0,3.0,1.0,Noroccidente
1000000,12.0,1.0,1.0,0.0,Noroccidente
1400000,129.0,2.0,1.0,1.0,Noroccidente
1019000,58.0,2.0,2.0,0.0,Otros
1200000,150.0,4.0,3.0,0.0,Suroccidente
1300000,52.0,1.0,1.0,1.0,Noroccidente
1720000,96.0,3.0,3.0,1.0,Noroccidente
2100000,80.0,2.0,2.0,1.0,Noroccidente
1600000,78.0,3.0,2.0,1.0,Noroccidente
1150000,61.0,3.0,2.0,1.0,Noroccidente
950000,80.0,3.0,2.0,1.0,Suroccidente
800000,52.0,3.0,2.0,1.0,Suroccidente
1345000,84.0,3.0,2.0,1.0,Noroccidente
850000,67.0,1.0,1.0,0.0,Noroccidente
1200000,87.0,2.0,2.0,1.0,Noroccidente
650000,140.0,1.0,1.0,0.0,Suroccidente
1300000,73.0,1.0,1.0,1.0,Noroccidente
2200000,245.0,3.0,2.0,1.0,Noroccidente
2100000,95.0,3.0,2.0,1.0,Noroccidente
1138000,45.0,1.0,2.0,1.0,Noroccidente
850000,70.0,2.0,2.0,0.0,Suroccidente
2957519,163.0,3.0,2.0,1.0,Noroccidente
3420000,160.0,2.0,2.0,2.0,Noroccidente
1300000,89.0,3.0,2.0,1.0,Noroccidente
1090000,89.0,3.0,2.0,1.0,Noroccidente
1050000,75.0,2.0,2.0,1.0,Noroccidente
1360000,84.0,3.0,2.0,1.0,Noroccidente
2400000,105.0,3.0,2.0,2.0,Noroccidente
5600000,215.0,3.0,5.0,2.0,Noroccidente
1181000,56.0,1.0,2.0,1.0,Noroccidente
1200000,78.0,3.0,2.0,1.0,Noroccidente
1283000,80.0,3.0,2.0,1.0,Noroccidente
1500000,40.0,1.0,1.0,1.0,Noroccidente
1285000,114.0,2.0,2.0,1.0,Noroccidente
1387600,75.0,2.0,2.0,1.0,Noroccidente
2000000,186.0,3.0,2.0,1.0,Noroccidente
1500000,39.0,1.0,1.0,0.0,Noroccidente
1300000,86.0,3.0,2.0,1.0,Noroccidente
750000,60.0,1.0,1.0,0.0,Noroccidente
1500000,78.0,1.0,1.0,1.0,Noroccidente
1390000,63.0,2.0,2.0,1.0,Noroccidente
1200000,76.0,3.0,2.0,1.0,Noroccidente
2500000,120.0,3.0,3.0,1.0,Noroccidente
1100752,84.0,3.0,2.0,1.0,Suroccidente
2720000,138.0,3.0,3.0,2.0,Noroccidente
1400000,110.0,2.0,2.0,1.0,Noroccidente
1370000,65.0,2.0,2.0,1.0,Suroccidente
1200000,89.0,2.0,1.0,1.0,Noroccidente
1400000,67.0,2.0,2.0,1.0,Noroccidente
2397000,109.0,3.0,4.0,1.0,Noroccidente
750000,50.0,1.0,1.0,0.0,Suroccidente
1500000,80.0,2.0,2.0,1.0,Noroccidente
1500000,93.0,3.0,3.0,1.0,Noroccidente
1400000,80.0,3.0,1.0,0.0,Noroccidente
1700000,118.0,3.0,2.0,0.0,Noroccidente
1400000,70.0,3.0,2.0,0.0,Suroccidente
1500000,76.0,3.0,2.0,1.0,Noroccidente
1200000,74.0,3.0,2.0,0.0,Suroccidente
2040000,86.0,2.0,3.0,1.0,Noroccidente
1100000,80.0,3.0,2.0,1.0,Noroccidente
900000,75.0,2.0,1.0,0.0,Suroccidente
900000,60.0,1.0,2.0,1.0,Noroccidente
1380000,79.0,3.0,2.0,1.0,Noroccidente
900000,60.0,1.0,2.0,1.0,Noroccidente
2100000,127.0,3.0,2.0,1.0,Noroccidente
1672000,96.0,3.0,3.0,1.0,Noroccidente
2216000,124.0,3.0,4.0,2.0,Noroccidente
1600000,104.0,3.0,3.0,1.0,Noroccidente
670000,35.0,1.0,1.0,0.0,Suroccidente
1100000,68.0,3.0,2.0,1.0,Noroccidente
830000,74.0,2.0,2.0,0.0,Noroccidente
2200000,60.0,3.0,2.0,1.0,Noroccidente
1200000,87.0,3.0,2.0,1.0,Noroccidente
1000000,80.0,2.0,2.0,1.0,Suroccidente
1200000,70.0,2.0,2.0,1.0,Suroccidente
1480000,68.0,2.0,2.0,1.0,Noroccidente
1750000,140.0,3.0,2.0,1.0,Noroccidente
1750000,120.0,3.0,3.0,1.0,Noroccidente
951000,71.0,2.0,2.0,1.0,Noroccidente
726600,50.0,1.0,1.0,1.0,Noroccidente
1061860,65.0,3.0,2.0,1.0,Noroccidente
1055000,42.0,1.0,1.0,1.0,Noroccidente
1230000,64.0,2.0,2.0,1.0,Noroccidente
1200000,78.0,3.0,2.0,0.0,Suroccidente
2100000,72.0,1.0,2.0,1.0,Noroccidente
1900000,185.0,3.0,2.0,1.0,Noroccidente
1250000,39.0,1.0,1.0,1.0,Noroccidente
1200000,40.0,1.0,1.0,1.0,Noroccidente
1067000,83.0,2.0,2.0,0.0,Noroccidente
1300000,72.0,3.0,2.0,1.0,Noroccidente
590000,30.0,1.0,1.0,0.0,Noroccidente
1200000,97.0,2.0,1.0,1.0,Suroccidente
1051000,74.0,3.0,2.0,1.0,Noroccidente
1200000,79.0,3.0,3.0,0.0,Noroccidente
1200000,104.0,3.0,2.0,0.0,Suroccidente
1700000,99.0,3.0,2.0,0.0,Noroccidente
1920000,100.0,3.0,3.0,1.0,Noroccidente
1400000,40.0,1.0,2.0,1.0,Noroccidente
2084000,74.93,2.0,2.0,1.0,Noroccidente
1300000,78.0,3.0,2.0,1.0,Noroccidente
3900000,426.0,5.0,5.0,1.0,Noroccidente
700000,48.0,2.0,1.0,0.0,Suroccidente
2400000,120.0,2.0,2.0,2.0,Noroccidente
1700000,73.0,2.0,3.0,1.0,Noroccidente
1000000,64.0,3.0,2.0,0.0,Noroccidente
1350000,78.0,3.0,2.0,1.0,Noroccidente
3800000,68.0,3.0,2.0,1.0,Noroccidente
1000000,110.0,2.0,3.0,0.0,Suroccidente
980000,80.0,2.0,1.0,1.0,Suroccidente
1445000,94.0,3.0,2.0,1.0,Noroccidente
1250000,90.0,3.0,2.0,1.0,Noroccidente
1218000,81.0,2.0,2.0,1.0,Noroccidente
2600000,45.0,1.0,1.0,1.0,Noroccidente
1200000,65.0,1.0,2.0,1.0,Noroccidente
1600000,84.0,3.0,2.0,1.0,Suroccidente
5800000,400.0,3.0,5.0,3.0,Noroccidente
1700000,75.0,1.0,1.0,1.0,Noroccidente
1600000,65.0,1.0,1.0,1.0,Noroccidente
1620000,64.0,2.0,3.0,1.0,Noroccidente
950000,40.0,1.0,1.0,0.0,Noroccidente
1480000,74.0,3.0,3.0,1.0,Suroccidente
1100000,74.0,3.0,2.0,1.0,Noroccidente
1700000,110.0,3.0,2.0,1.0,Noroccidente
1300000,180.0,3.0,3.0,1.0,Noroccidente
763250,51.0,2.0,1.0,0.0,Noroccidente
1125000,80.0,3.0,2.0,1.0,Suroccidente
1400000,99.0,3.0,2.0,1.0,Noroccidente
1300000,67.0,3.0,2.0,0.0,Noroccidente
1170000,60.0,2.0,2.0,1.0,Noroccidente
1046574,87.0,2.0,3.0,1.0,Noroccidente
1000000,97.0,2.0,2.0,0.0,Noroccidente
1900000,86.0,2.0,2.0,1.0,Noroccidente
1540000,137.0,3.0,3.0,2.0,Noroccidente
1153000,51.0,1.0,2.0,1.0,Noroccidente
1400000,100.0,2.0,3.0,1.0,Noroccidente
650000,60.0,1.0,1.0,0.0,Noroccidente
3500000,101.0,3.0,3.0,1.0,Noroccidente
1300000,70.0,2.0,2.0,1.0,Noroccidente
1080000,82.0,3.0,2.0,1.0,Noroccidente
1610000,70.0,3.0,2.0,1.0,Noroccidente
900000,72.0,3.0,3.0,0.0,Suroccidente
600000,40.0,2.0,1.0,0.0,Suroccidente
1000000,70.0,3.0,2.0,0.0,Noroccidente
2100000,109.0,3.0,2.0,1.0,Noroccidente
1500000,70.0,2.0,2.0,1.0,Noroccidente
850000,45.0,2.0,1.0,0.0,Noroccidente
1650000,180.0,3.0,2.0,1.0,Noroccidente
1000000,83.0,3.0,3.0,1.0,Suroccidente
860000,100.0,1.0,1.0,1.0,Noroccidente
1700000,149.0,3.0,2.0,1.0,Noroccidente
1500000,95.0,3.0,2.0,1.0,Noroccidente
1300000,98.0,3.0,2.0,0.0,Noroccidente
400000,25.0,1.0,1.0,0.0,Suroccidente
413000,25.0,1.0,1.0,0.0,Suroccidente
1700000,96.0,3.0,3.0,1.0,Noroccidente
500000,48.0,2.0,1.0,0.0,Suroccidente
1400000,75.0,1.0,1.0,1.0,Noroccidente
1400000,79.0,3.0,2.0,2.0,Noroccidente
1900000,80.0,2.0,2.0,1.0,Noroccidente
1550000,85.0,3.0,2.0,1.0,Noroccidente
580000,32.0,1.0,1.0,0.0,Noroccidente
2100000,69.0,1.0,2.0,2.0,Noroccidente
1750000,90.0,2.0,2.0,1.0,Noroccidente
1000000,65.0,3.0,2.0,1.0,Noroccidente
1400000,100.0,2.0,3.0,1.0,Noroccidente
1050000,65.0,1.0,1.0,1.0,Noroccidente
1450000,75.0,1.0,1.0,1.0,Noroccidente
1970000,60.0,1.0,1.0,0.0,Noroccidente
1340000,123.0,3.0,2.0,1.0,Noroccidente
1000000,45.0,2.0,1.0,0.0,Otros
1600000,84.0,3.0,2.0,1.0,Noroccidente
5000000,560.0,4.0,4.0,3.0,Noroccidente
1280000,81.0,3.0,2.0,1.0,Noroccidente
800000,45.0,1.0,1.0,0.0,Noroccidente
2272000,121.0,3.0,2.0,1.0,Noroccidente
1100000,60.0,2.0,1.0,1.0,Noroccidente
1430000,81.0,3.0,2.0,1.0,Suroccidente
1000000,52.0,2.0,2.0,1.0,Noroccidente
2000000,110.0,3.0,4.0,1.0,Noroccidente
2200000,109.0,3.0,3.0,1.0,Noroccidente
2200000,105.0,3.0,3.0,1.0,Noroccidente
1300000,64.0,3.0,2.0,1.0,Noroccidente
1300000,110.0,3.0,2.0,1.0,Noroccidente
730000,66.0,2.0,1.0,1.0,Noroccidente
720000,46.0,1.0,1.0,0.0,Noroccidente
1240000,125.0,2.0,2.0,1.0,Noroccidente
992000,62.0,2.0,2.0,1.0,Otros
2669000,137.0,3.0,3.0,2.0,Noroccidente
1450000,80.0,3.0,2.0,1.0,Noroccidente
1350000,102.0,3.0,2.0,1.0,Suroccidente
2700000,112.0,3.0,2.0,1.0,Noroccidente
3140000,118.0,3.0,3.0,1.0,Noroccidente
730000,38.0,1.0,1.0,1.0,Noroccidente
2669000,137.0,3.0,3.0,2.0,Noroccidente
1250000,52.0,2.0,1.0,1.0,Noroccidente
5600000,214.0,3.0,4.0,2.0,Noroccidente
2685000,131.0,3.0,3.0,2.0,Noroccidente
1400000,50.0,1.0,1.0,1.0,Noroccidente
850000,74.0,2.0,1.0,0.0,Noroccidente
2500000,136.0,3.0,3.0,2.0,Noroccidente
4000000,174.0,3.0,4.0,1.0,Noroccidente
1700000,75.0,3.0,3.0,1.0,Noroccidente
1046000,71.0,3.0,2.0,1.0,Noroccidente
801000,29.0,1.0,1.0,0.0,Noroccidente
1500000,84.0,3.0,2.0,1.0,Otros
1200000,40.0,1.0,2.0,1.0,Noroccidente
1300000,110.0,3.0,2.0,1.0,Suroccidente
1000000,54.0,1.0,1.0,1.0,Noroccidente
1300000,80.0,3.0,3.0,1.0,Noroccidente
1512000,40.0,1.0,1.0,1.0,Noroccidente
1500000,120.0,3.0,2.0,2.0,Noroccidente
1500000,78.0,3.0,2.0,0.0,Noroccidente
1250000,46.0,1.0,1.0,1.0,Noroccidente
2800000,137.0,3.0,3.0,1.0,Noroccidente
1600000,120.0,3.0,2.0,1.0,Industrial y Alrededores
3265000,90.0,2.0,3.0,1.0,Noroccidente
1950000,183.0,3.0,4.0,2.0,Noroccidente
1200000,96.0,2.0,2.0,1.0,Noroccidente
1090000,63.0,3.0,2.0,1.0,Suroccidente
1500000,85.0,2.0,2.0,1.0,Noroccidente
2780000,240.0,3.0,4.0,1.0,Noroccidente
1400000,81.0,2.0,1.0,1.0,Noroccidente
2400000,120.0,3.0,3.0,1.0,Noroccidente
1500000,78.0,2.0,2.0,1.0,Otros
1100000,68.0,3.0,2.0,1.0,Noroccidente
1200000,97.0,2.0,1.0,1.0,Noroccidente
3000000,111.0,2.0,3.0,1.0,Industrial y Alrededores
3500000,130.0,3.0,2.0,1.0,Noroccidente
841000,48.0,1.0,1.0,1.0,Noroccidente
1080000,54.0,3.0,2.0,0.0,Suroccidente
1300000,70.0,3.0,2.0,0.0,Noroccidente
1100000,55.0,3.0,2.0,0.0,Noroccidente
1100000,40.0,1.0,1.0,1.0,Noroccidente
2315000,69.0,3.0,2.0,1.0,Noroccidente
800000,54.0,1.0,1.0,1.0,Noroccidente
1100000,92.0,2.0,1.0,0.0,Noroccidente
4300000,248.0,3.0,4.0,1.0,Noroccidente
1200000,60.0,1.0,1.0,1.0,Noroccidente
1900000,170.0,3.0,2.0,1.0,Noroccidente
3500000,143.0,3.0,4.0,2.0,Noroccidente
750000,85.0,2.0,1.0,0.0,Suroccidente
900000,72.0,2.0,1.0,0.0,Suroccidente
1900000,110.0,3.0,3.0,1.0,Noroccidente
700000,44.0,1.0,1.0,0.0,Suroccidente
380000,24.0,1.0,1.0,0.0,Suroccidente
1080000,54.0,2.0,2.0,1.0,Noroccidente
1250000,114.0,3.0,2.0,0.0,Noroccidente
1500000,44.0,1.0,1.0,2.0,Noroccidente
1200000,62.0,2.0,1.0,0.0,Noroccidente
4150000,300.0,3.0,4.0,2.0,Noroccidente
750000,40.0,1.0,1.0,1.0,Noroccidente
1056000,56.0,1.0,1.0,1.0,Noroccidente
1500000,114.0,3.0,3.0,1.0,Noroccidente
1150000,91.0,2.0,2.0,1.0,Noroccidente
1240000,55.0,2.0,2.0,1.0,Noroccidente
1300000,47.0,1.0,2.0,1.0,Noroccidente
1100000,60.0,1.0,1.0,1.0,Noroccidente
2650000,144.0,3.0,4.0,2.0,Noroccidente
1400000,77.0,2.0,3.0,2.0,Noroccidente
2781600,122.0,2.0,2.0,1.0,Noroccidente
1802340,79.0,3.0,2.0,1.0,Noroccidente
3921600,172.0,3.0,2.0,1.0,Noroccidente
1360000,115.0,3.0,2.0,2.0,Noroccidente
1151774,73.0,2.0,2.0,0.0,Noroccidente
2200000,67.0,1.0,2.0,1.0,Noroccidente
2000000,61.0,1.0,2.0,1.0,Noroccidente
1250000,60.0,2.0,2.0,1.0,Noroccidente
2400000,120.0,3.0,3.0,1.0,Noroccidente
650000,45.0,2.0,1.0,0.0,Suroccidente
4460000,215.0,3.0,5.0,2.0,Noroccidente
800000,58.0,3.0,1.0,0.0,Suroccidente
1115000,68.0,2.0,2.0,1.0,Otros
1250000,74.0,3.0,2.0,1.0,Noroccidente
3000000,320.0,3.0,4.0,2.0,Noroccidente
2300000,62.0,2.0,2.0,1.0,Noroccidente
1225000,53.0,1.0,1.0,1.0,Noroccidente
1600000,88.0,3.0,3.0,1.0,Noroccidente
900000,90.0,3.0,2.0,0.0,Suroccidente
1300000,65.0,2.0,2.0,0.0,Noroccidente
700000,46.0,1.0,1.0,0.0,Suroccidente
1100000,121.0,3.0,1.0,1.0,Noroccidente
1350000,76.0,3.0,2.0,1.0,Noroccidente
1050000,40.0,1.0,1.0,1.0,Noroccidente
1400000,138.0,3.0,2.0,1.0,Noroccidente
1071000,53.0,1.0,2.0,1.0,Noroccidente
2100000,74.0,1.0,2.0,1.0,Noroccidente
2500000,135.0,3.0,2.0,1.0,Noroccidente
1200000,50.0,1.0,1.0,1.0,Noroccidente
7000000,340.0,3.0,4.0,2.0,Noroccidente
2000000,91.0,2.0,2.0,1.0,Noroccidente
2000000,270.0,3.0,4.0,2.0,Noroccidente
1600000,140.0,3.0,3.0,2.0,Noroccidente
1250000,58.0,2.0,2.0,1.0,Noroccidente
2000000,186.0,3.0,2.0,1.0,Noroccidente
991290,59.0,2.0,2.0,1.0,Noroccidente
2500000,135.0,3.0,2.0,1.0,Noroccidente
1329000,55.0,2.0,1.0,1.0,Noroccidente
1250000,114.0,3.0,2.0,1.0,Noroccidente
7000000,269.0,3.0,5.0,2.0,Noroccidente
1100000,60.0,3.0,2.0,1.0,Noroccidente
1245000,89.0,3.0,2.0,1.0,Noroccidente
1550000,97.0,3.0,3.0,1.0,Noroccidente
1550000,65.0,2.0,2.0,2.0,Noroccidente
1150000,41.0,1.0,2.0,1.0,Noroccidente
1100000,62.0,3.0,2.0,0.0,Noroccidente
2800000,138.0,3.0,4.0,0.0,Noroccidente
2000000,180.0,3.0,2.0,1.0,Noroccidente
1100000,87.0,3.0,2.0,1.0,Noroccidente
2600000,50.0,1.0,2.0,1.0,Noroccidente
980000,123.0,3.0,2.0,0.0,Suroccidente
1100000,91.0,3.0,1.0,1.0,Noroccidente
1150000,86.0,2.0,3.0,1.0,Noroccidente
950000,82.0,1.0,1.0,1.0,Noroccidente
1150000,90.0,2.0,2.0,1.0,Noroccidente
3150000,172.0,3.0,4.0,1.0,Noroccidente
1300000,61.0,3.0,2.0,1.0,Noroccidente
1000000,65.0,2.0,2.0,1.0,Noroccidente
800000,55.0,3.0,2.0,1.0,Suroccidente
1250000,76.0,3.0,2.0,1.0,Suroccidente
400000,29.0,2.0,1.0,0.0,Suroccidente
1100000,100.0,3.0,1.0,0.0,Suroccidente
1100000,70.0,2.0,2.0,1.0,Suroccidente
1300000,61.0,2.0,2.0,1.0,Noroccidente
800000,66.0,2.0,2.0,0.0,Suroccidente
1600000,64.0,3.0,2.0,1.0,Noroccidente
2600000,42.0,1.0,1.0,1.0,Noroccidente
2000000,92.0,3.0,2.0,1.0,Noroccidente
500000,25.0,1.0,1.0,0.0,Suroccidente
620000,250.0,1.0,1.0,0.0,Suroccidente
1300000,76.0,3.0,2.0,1.0,Noroccidente
900000,70.0,2.0,2.0,1.0,Noroccidente
800000,65.0,3.0,2.0,1.0,Suroccidente
1500000,85.0,3.0,2.0,1.0,Suroccidente
1300000,60.0,1.0,2.0,1.0,Noroccidente
780000,27.0,1.0,1.0,0.0,Noroccidente
900000,80.0,3.0,2.0,0.0,Noroccidente
850000,65.0,2.0,1.0,0.0,Noroccidente
800000,37.0,1.0,1.0,0.0,Suroccidente
1750000,60.0,1.0,2.0,1.0,Noroccidente
1000000,40.0,1.0,1.0,1.0,Noroccidente
800000,67.0,2.0,2.0,0.0,Suroccidente
1300000,58.0,2.0,2.0,0.0,Noroccidente
2200000,45.0,1.0,2.0,0.0,Noroccidente
934000,72.0,2.0,1.0,2.0,Noroccidente
1129000,62.0,3.0,2.0,0.0,Noroccidente
1300000,39.0,1.0,1.0,0.0,Noroccidente
1000000,56.0,3.0,2.0,0.0,Suroccidente
2800000,144.0,3.0,3.0,2.0,Noroccidente
950000,63.0,2.0,1.0,1.0,Noroccidente
800000,58.0,2.0,1.0,1.0,Noroccidente
1600000,82.0,2.0,2.0,1.0,Noroccidente
1200000,66.0,2.0,2.0,1.0,Noroccidente
990000,77.0,3.0,3.0,0.0,Suroccidente
950000,80.0,3.0,2.0,0.0,Suroccidente
1450000,105.0,3.0,2.0,2.0,Noroccidente
1300000,66.0,3.0,2.0,1.0,Noroccidente
1200000,58.0,2.0,1.0,0.0,Suroccidente
1069000,40.0,1.0,1.0,1.0,Noroccidente
1400000,110.0,3.0,2.0,1.0,Suroccidente
1244788,80.0,3.0,2.0,1.0,Noroccidente
1270512,82.0,3.0,2.0,1.0,Suroccidente
1060000,50.0,1.0,1.0,1.0,Suroccidente
1316000,99.0,3.0,2.0,1.0,Noroccidente
1100000,100.0,3.0,2.0,1.0,Suroccidente
1207000,74.0,3.0,2.0,1.0,Noroccidente
1500000,80.0,3.0,2.0,1.0,Noroccidente
