mvalorarriendo,mareac,mnrocuartos,mnrobanos,mnrogarajes,mzona_nombre
720000,137.0,3.0,2.0,2.0,Noroccidente
2000000,170.0,3.0,2.0,0.0,Noroccidente
1560000,90.0,3.0,3.0,2.0,Noroccidente
1000000,68.0,2.0,2.0,1.0,Suroccidente
1450000,64.0,1.0,1.0,1.0,Noroccidente
1150000,70.0,3.0,2.0,1.0,Noroccidente
1020000,52.0,2.0,2.0,0.0,Noroccidente
800000,45.0,1.0,1.0,0.0,Suroccidente
1200000,60.0,2.0,2.0,1.0,Noroccidente
1100000,80.0,3.0,2.0,1.0,Noroccidente
1600000,98.0,3.0,3.0,1.0,Noroccidente
1175000,78.0,3.0,2.0,1.0,Noroccidente
1900000,101.0,3.0,2.0,1.0,Noroccidente
1165000,73.0,2.0,2.0,1.0,Noroccidente
950000,90.0,3.0,2.0,1.0,Suroccidente
1200000,43.2,1.0,1.0,1.0,Noroccidente
1500000,39.0,1.0,1.0,0.0,Noroccidente
2295000,100.0,3.0,3.0,1.0,Noroccidente
1500000,71.0,3.0,2.0,1.0,Noroccidente
1735000,74.0,2.0,2.0,2.0,Noroccidente
980000,113.0,2.0,3.0,1.0,Noroccidente
1324000,138.0,3.0,3.0,2.0,Noroccidente
1377010,64.0,3.0,2.0,1.0,Noroccidente
1424000,128.0,3.0,2.0,1.0,Noroccidente
1450000,90.0,3.0,2.0,1.0,Suroccidente
1050000,76.0,3.0,2.0,1.0,Noroccidente
1655000,104.0,3.0,4.0,1.0,Noroccidente
1750000,86.0,2.0,3.0,1.0,Noroccidente
1000000,70.0,3.0,2.0,0.0,Noroccidente
1300000,118.0,3.0,2.0,1.0,Noroccidente
730000,40.0,2.0,1.0,0.0,Suroccidente
1466000,99.0,3.0,2.0,1.0,Noroccidente
1320000,110.0,2.0,3.0,1.0,Noroccidente
1100000,65.0,2.0,1.0,2.0,Suroccidente
770000,39.0,1.0,1.0,0.0,Noroccidente
4700000,219.0,3.0,5.0,2.0,Noroccidente
1212000,57.0,2.0,2.0,2.0,Noroccidente
1500000,83.0,3.0,2.0,0.0,Noroccidente
1475000,78.0,3.0,2.0,1.0,Noroccidente
1200000,73.0,3.0,2.0,1.0,Suroccidente
1700000,55.0,2.0,1.0,1.0,Noroccidente
1700000,55.0,2.0,1.0,1.0,Noroccidente
2700000,350.0,4.0,2.0,1.0,Noroccidente
800000,60.0,2.0,1.0,0.0,Suroccidente
1260000,66.0,3.0,2.0,1.0,Otros
1500000,70.0,2.0,1.0,0.0,Noroccidente
3000000,120.0,3.0,3.0,0.0,Noroccidente
1350000,94.0,3.0,2.0,1.0,Noroccidente
980000,77.0,3.0,3.0,0.0,Suroccidente
850000,39.0,1.0,1.0,1.0,Noroccidente
1200000,72.0,2.0,2.0,1.0,Noroccidente
1200000,47.0,1.0,1.0,1.0,Noroccidente
1350000,77.0,2.0,2.0,1.0,Noroccidente
1000000,36.0,1.0,2.0,1.0,Noroccidente
1643000,111.0,3.0,2.0,1.0,Noroccidente
1700000,80.0,2.0,1.0,0.0,Noroccidente
2500000,80.0,3.0,2.0,1.0,Noroccidente
1700000,127.0,3.0,2.0,0.0,Noroccidente
3220000,135.0,3.0,2.0,1.0,Noroccidente
1455000,69.0,2.0,2.0,1.0,Noroccidente
1997000,111.0,3.0,3.0,1.0,Noroccidente
1500000,97.0,3.0,2.0,1.0,Suroccidente
1100000,37.0,1.0,1.0,1.0,Noroccidente
1100000,70.0,3.0,2.0,0.0,Noroccidente
1550000,75.0,2.0,3.0,1.0,Noroccidente
1000000,68.0,2.0,2.0,1.0,Noroccidente
1174000,76.0,2.0,2.0,1.0,Noroccidente
2330000,56.0,2.0,2.0,1.0,Noroccidente
1355000,68.0,3.0,2.0,1.0,Noroccidente
1700000,99.0,3.0,3.0,1.0,Noroccidente
1660000,98.0,2.0,3.0,2.0,Noroccidente
1550000,90.0,2.0,2.0,1.0,Noroccidente
1300000,90.0,2.0,3.0,1.0,Suroccidente
2000000,109.0,3.0,3.0,1.0,Noroccidente
2000000,105.0,3.0,3.0,1.0,Noroccidente
1216000,72.0,3.0,2.0,1.0,Noroccidente
1200000,62.0,2.0,2.0,1.0,Noroccidente
750000,43.0,1.0,1.0,0.0,Suroccidente
1100000,65.0,2.0,2.0,1.0,Noroccidente
1600000,72.0,1.0,2.0,1.0,Noroccidente
1400000,65.0,2.0,1.0,1.0,Noroccidente
900000,90.0,2.0,1.0,0.0,Suroccidente
1600000,70.0,3.0,2.0,1.0,Noroccidente
1400000,83.0,3.0,2.0,1.0,Noroccidente
850000,80.0,3.0,2.0,0.0,Suroccidente
1400000,110.0,3.0,2.0,1.0,Noroccidente
1800000,40.0,1.0,1.0,1.0,Noroccidente
800000,80.0,1.0,1.0,0.0,Noroccidente
1240000,118.0,2.0,1.0,0.0,Noroccidente
6000000,280.0,3.0,4.0,2.0,Noroccidente
1260000,48.0,1.0,1.0,1.0,Noroccidente
2039000,69.0,1.0,1.0,1.0,Noroccidente
1300000,56.0,2.0,2.0,1.0,Noroccidente
1500000,142.0,3.0,2.0,1.0,Noroccidente
1000000,50.0,1.0,1.0,1.0,Noroccidente
1355000,81.0,3.0,2.0,1.0,Suroccidente
800000,82.0,2.0,1.0,0.0,Suroccidente
1600000,74.0,3.0,2.0,1.0,Noroccidente
1400000,62.0,2.0,2.0,1.0,Suroccidente
2750000,87.0,2.0,2.0,1.0,Noroccidente
1110000,120.0,3.0,2.0,1.0,Noroccidente
1600000,81.52,2.0,2.0,1.0,Noroccidente
1300000,69.4,2.0,2.0,1.0,Suroccidente
1630000,94.0,2.0,3.0,2.0,Noroccidente
1258000,90.0,3.0,2.0,1.0,Noroccidente
1200000,60.0,2.0,1.0,0.0,Noroccidente
750000,45.0,1.0,1.0,0.0,Suroccidente
1050000,68.0,2.0,3.0,1.0,Suroccidente
1321374,103.0,4.0,3.0,0.0,Noroccidente
1600000,45.0,1.0,2.0,1.0,Noroccidente
1000000,62.0,2.0,1.0,1.0,Noroccidente
1600000,93.0,3.0,2.0,1.0,Noroccidente
1300000,81.0,3.0,2.0,1.0,Noroccidente
1296000,75.0,3.0,2.0,1.0,Suroccidente
982000,77.0,2.0,2.0,0.0,Noroccidente
1200000,68.81,2.0,3.0,1.0,Noroccidente
1000000,55.0,3.0,1.0,1.0,Suroccidente
1400000,74.0,3.0,2.0,1.0,Suroccidente
1000000,63.0,2.0,1.0,1.0,Noroccidente
1500000,60.0,1.0,2.0,0.0,Noroccidente
1100000,60.0,1.0,1.0,1.0,Noroccidente
920000,54.0,2.0,1.0,0.0,Noroccidente
1119000,96.0,2.0,2.0,1.0,Noroccidente
1600000,88.0,3.0,2.0,1.0,Noroccidente
1097000,68.0,3.0,2.0,1.0,Noroccidente
1348000,64.0,3.0,2.0,1.0,Noroccidente
1009000,63.0,2.0,2.0,1.0,Noroccidente
1300000,74.0,3.0,2.0,1.0,Noroccidente
1700000,87.0,3.0,2.0,1.0,Noroccidente
3200000,210.0,3.0,4.0,2.0,Noroccidente
1000000,54.0,3.0,2.0,1.0,Otros
1120000,68.0,3.0,2.0,1.0,Noroccidente
2100000,101.0,3.0,2.0,1.0,Noroccidente
1500000,87.0,3.0,2.0,1.0,Noroccidente
1050000,82.0,3.0,2.0,1.0,Noroccidente
1364000,85.0,2.0,2.0,2.0,Noroccidente
1000000,61.0,2.0,1.0,1.0,Suroccidente
1900000,122.0,3.0,4.0,2.0,Noroccidente
1450000,105.0,3.0,2.0,1.0,Noroccidente
1462000,99.0,3.0,2.0,1.0,Noroccidente
1600000,75.0,1.0,1.0,1.0,Noroccidente
1150000,42.0,1.0,2.0,1.0,Noroccidente
1400000,45.0,1.0,2.0,1.0,Noroccidente
1700000,94.5,3.0,2.0,1.0,Noroccidente
850000,70.0,2.0,2.0,1.0,Noroccidente
1320000,115.0,3.0,2.0,1.0,Noroccidente
1400000,88.0,3.0,3.0,1.0,Suroccidente
1250000,75.0,1.0,1.0,1.0,Noroccidente
1898693,91.0,2.0,2.0,1.0,Noroccidente
1012000,71.0,3.0,3.0,1.0,Noroccidente
1100000,82.0,3.0,2.0,1.0,Noroccidente
950000,80.0,2.0,1.0,0.0,Suroccidente
2500000,107.0,4.0,3.0,1.0,Noroccidente
1450000,86.0,3.0,2.0,1.0,Noroccidente
1400000,80.0,3.0,2.0,1.0,Noroccidente
1565730,90.0,3.0,2.0,1.0,Noroccidente
1333911,90.0,3.0,2.0,1.0,Noroccidente
1800000,99.0,3.0,3.0,1.0,Noroccidente
3500000,105.0,3.0,3.0,1.0,Noroccidente
850000,70.0,2.0,1.0,0.0,Suroccidente
1970000,67.0,1.0,2.0,1.0,Noroccidente
5500000,156.0,3.0,3.0,2.0,Otros
1684000,108.0,3.0,2.0,1.0,Noroccidente
1400000,124.0,2.0,3.0,1.0,Noroccidente
1550000,68.0,3.0,2.0,2.0,Noroccidente
1100000,75.0,2.0,2.0,1.0,Suroccidente
1400000,40.0,2.0,2.0,0.0,Noroccidente
1755000,88.0,2.0,2.0,1.0,Noroccidente
1000000,68.0,3.0,2.0,1.0,Suroccidente
1800000,70.0,3.0,2.0,0.0,Noroccidente
1050000,68.0,2.0,1.0,0.0,Suroccidente
1000000,72.0,2.0,1.0,0.0,Noroccidente
1400000,85.0,3.0,2.0,1.0,Noroccidente
3100000,120.0,3.0,2.0,1.0,Noroccidente
1330000,43.0,1.0,1.0,2.0,Noroccidente
1075000,116.0,3.0,2.0,1.0,Suroccidente
2000000,52.0,1.0,1.0,1.0,Noroccidente
1300000,68.0,3.0,2.0,1.0,Noroccidente
1050000,75.0,3.0,2.0,1.0,Suroccidente
1350000,61.0,3.0,2.0,1.0,Noroccidente
1270000,70.0,2.0,2.0,1.0,Noroccidente
1200000,68.0,3.0,2.0,1.0,Noroccidente
1350000,64.0,3.0,2.0,1.0,Noroccidente
1100000,91.0,2.0,2.0,1.0,Noroccidente
1000000,59.0,2.0,1.0,1.0,Suroccidente
2500000,110.0,3.0,2.0,1.0,Noroccidente
5000000,280.0,3.0,4.0,2.0,Noroccidente
1500000,42.0,1.0,1.0,1.0,Noroccidente
1486000,82.0,3.0,2.0,1.0,Noroccidente
1450000,82.0,3.0,2.0,1.0,Suroccidente
1200000,90.0,3.0,2.0,1.0,Noroccidente
2600000,108.0,2.0,3.0,1.0,Noroccidente
914000,80.0,3.0,2.0,1.0,Suroccidente
1500000,54.0,2.0,2.0,1.0,Noroccidente
1000000,33.0,1.0,1.0,1.0,Noroccidente
1270000,83.0,3.0,2.0,1.0,Suroccidente
1510000,93.0,3.0,2.0,2.0,Noroccidente
800000,63.0,3.0,2.0,1.0,Suroccidente
2400000,120.0,2.0,2.0,2.0,Noroccidente
1193000,62.0,2.0,1.0,1.0,Noroccidente
1300000,90.0,3.0,2.0,0.0,Suroccidente
850000,80.0,2.0,1.0,0.0,Suroccidente
1750000,80.0,2.0,3.0,1.0,Noroccidente
1600000,107.0,3.0,2.0,1.0,Suroccidente
600000,56.0,1.0,1.0,0.0,Noroccidente
1350000,76.0,2.0,2.0,1.0,Noroccidente
1600000,68.0,3.0,2.0,1.0,Noroccidente
650000,30.0,1.0,1.0,0.0,Noroccidente
1000000,74.0,3.0,2.0,1.0,Noroccidente
841948,77.0,2.0,2.0,1.0,Noroccidente
2100000,112.0,1.0,1.0,1.0,Noroccidente
1200000,105.0,3.0,2.0,0.0,Noroccidente
1500000,39.0,1.0,1.0,0.0,Noroccidente
1450000,55.0,2.0,2.0,1.0,Noroccidente
765000,48.0,2.0,1.0,1.0,Suroccidente
850000,80.0,2.0,1.0,0.0,Suroccidente
5500000,327.0,1.0,5.0,2.0,Noroccidente
1300000,120.0,2.0,3.0,1.0,Noroccidente
2000000,184.0,3.0,2.0,1.0,Noroccidente
1740000,75.0,2.0,2.0,1.0,Noroccidente
1150000,40.0,1.0,1.0,1.0,Noroccidente
1440000,75.0,2.0,2.0,1.0,Noroccidente
1800000,98.0,3.0,2.0,1.0,Noroccidente
1600000,85.0,2.0,3.0,1.0,Noroccidente
2400000,107.0,3.0,2.0,1.0,Noroccidente
1200000,43.0,1.0,1.0,1.0,Noroccidente
900000,72.0,2.0,1.0,1.0,Suroccidente
783000,78.0,3.0,2.0,1.0,Suroccidente
1100000,63.0,3.0,2.0,0.0,Noroccidente
950000,62.0,2.0,2.0,0.0,Noroccidente
1138000,45.0,1.0,2.0,1.0,Noroccidente
1350000,127.0,3.0,2.0,1.0,Noroccidente
1050000,75.0,3.0,1.0,0.0,Suroccidente
1700000,60.0,1.0,2.0,1.0,Noroccidente
2200000,117.0,3.0,3.0,1.0,Noroccidente
1150000,74.0,3.0,2.0,1.0,Noroccidente
609484,36.0,1.0,1.0,0.0,Noroccidente
1600000,87.0,3.0,2.0,1.0,Noroccidente
1400000,96.0,3.0,2.0,1.0,Noroccidente
2200000,105.0,3.0,3.0,0.0,Noroccidente
1369000,35.0,1.0,1.0,0.0,Noroccidente
3000000,50.0,1.0,1.0,1.0,Noroccidente
850000,70.0,2.0,1.0,0.0,Suroccidente
1400000,64.0,3.0,2.0,1.0,Noroccidente
1316000,93.0,3.0,2.0,1.0,Noroccidente
1500000,85.0,3.0,2.0,1.0,Noroccidente
850000,58.0,3.0,2.0,0.0,Suroccidente
1000000,74.0,3.0,2.0,1.0,Suroccidente
1500000,75.0,1.0,1.0,1.0,Noroccidente
2500000,165.0,3.0,3.0,0.0,Noroccidente
1400000,97.0,3.0,2.0,1.0,Noroccidente
1720000,140.0,3.0,2.0,1.0,Noroccidente
750000,50.0,1.0,1.0,0.0,Suroccidente
2000000,116.0,1.0,2.0,1.0,Noroccidente
1100000,70.0,2.0,1.0,0.0,Noroccidente
2000000,94.0,3.0,2.0,0.0,Noroccidente
1350000,84.0,2.0,2.0,0.0,Noroccidente
1450000,80.0,3.0,2.0,1.0,Noroccidente
890000,75.0,2.0,1.0,0.0,Suroccidente
1000000,12.0,1.0,1.0,0.0,Noroccidente
1500000,39.0,1.0,1.0,0.0,Noroccidente
1128000,74.0,3.0,2.0,1.0,Suroccidente
1400000,90.0,2.0,2.0,1.0,Noroccidente
1500000,180.0,3.0,2.0,0.0,Noroccidente
2000000,107.0,2.0,2.0,1.0,Noroccidente
900000,70.0,2.0,1.0,0.0,Noroccidente
1148800,61.0,2.0,2.0,1.0,Noroccidente
850000,60.0,2.0,1.0,1.0,Noroccidente
1343000,80.0,3.0,2.0,1.0,Noroccidente
1700000,113.0,3.0,2.0,2.0,Noroccidente
2500000,91.0,3.0,2.0,1.0,Noroccidente
1500000,81.0,3.0,2.0,1.0,Noroccidente
1800000,135.0,3.0,3.0,1.0,Noroccidente
1802834,108.0,3.0,2.0,2.0,Noroccidente
1400000,85.0,2.0,2.0,1.0,Noroccidente
800000,69.0,2.0,2.0,1.0,Suroccidente
800000,60.0,2.0,2.0,1.0,Suroccidente
980000,85.0,3.0,2.0,1.0,Suroccidente
1050000,35.0,1.0,1.0,0.0,Suroccidente
800000,70.0,2.0,1.0,1.0,Noroccidente
1350000,85.0,2.0,2.0,1.0,Noroccidente
1100000,68.0,3.0,1.0,1.0,Suroccidente
1500000,91.0,2.0,2.0,0.0,Noroccidente
950000,41.0,1.0,1.0,1.0,Noroccidente
1000000,78.0,2.0,2.0,1.0,Noroccidente
750000,58.0,1.0,1.0,0.0,Noroccidente
1245600,84.0,3.0,2.0,0.0,Suroccidente
1856000,108.0,3.0,3.0,1.0,Noroccidente
832000,73.0,3.0,2.0,1.0,Suroccidente
750000,40.0,1.0,1.0,0.0,Noroccidente
2600000,69.0,1.0,2.0,2.0,Noroccidente
2800000,245.0,3.0,2.0,0.0,Noroccidente
1500000,42.0,1.0,1.0,1.0,Noroccidente
1850000,90.0,3.0,2.0,1.0,Suroccidente
1000000,85.0,3.0,1.0,0.0,Noroccidente
800000,80.0,2.0,2.0,1.0,Noroccidente
1500000,78.0,3.0,2.0,1.0,Noroccidente
980000,80.0,2.0,3.0,1.0,Suroccidente
1200000,84.0,3.0,2.0,1.0,Noroccidente
1552962,160.0,3.0,3.0,0.0,Noroccidente
1180000,40.0,1.0,2.0,1.0,Noroccidente
1034000,90.0,3.0,2.0,1.0,Noroccidente
1450000,83.0,3.0,2.0,1.0,Suroccidente
1360000,87.0,3.0,2.0,2.0,Noroccidente
1500000,120.0,3.0,2.0,0.0,Noroccidente
1600000,68.0,2.0,2.0,1.0,Noroccidente
2200000,40.0,1.0,2.0,1.0,Noroccidente
1400000,78.0,3.0,2.0,1.0,Noroccidente
800000,70.0,2.0,1.0,1.0,Suroccidente
1175000,78.0,3.0,2.0,1.0,Noroccidente
1600000,123.0,3.0,2.0,1.0,Noroccidente
750000,58.0,2.0,2.0,0.0,Suroccidente
850000,30.0,1.0,1.0,0.0,Noroccidente
1700000,75.0,1.0,1.0,1.0,Noroccidente
1200000,129.0,3.0,2.0,1.0,Noroccidente
1800000,82.0,3.0,3.0,0.0,Suroccidente
1469000,65.0,2.0,2.0,1.0,Suroccidente
1697705,86.0,3.0,2.0,1.0,Noroccidente
880000,65.0,3.0,2.0,0.0,Noroccidente
1350000,77.0,2.0,2.0,1.0,Noroccidente
1201700,101.0,2.0,2.0,1.0,Noroccidente
2000000,108.0,4.0,3.0,2.0,Noroccidente
2600000,122.0,3.0,2.0,2.0,Noroccidente
1000000,40.0,1.0,1.0,1.0,Noroccidente
2400000,68.0,3.0,2.0,0.0,Noroccidente
1400000,99.0,3.0,3.0,0.0,Noroccidente
2100000,104.0,3.0,3.0,1.0,Noroccidente
2300000,105.0,3.0,2.0,2.0,Noroccidente
1400000,80.0,3.0,2.0,1.0,Noroccidente
1000000,70.0,3.0,2.0,0.0,Suroccidente
1300000,56.0,1.0,2.0,1.0,Noroccidente
1300000,76.0,3.0,2.0,1.0,Noroccidente
3500000,101.0,3.0,2.0,0.0,Noroccidente
1300000,110.0,3.0,2.0,0.0,Suroccidente
1300000,89.0,2.0,2.0,1.0,Noroccidente
1350000,75.0,2.0,2.0,1.0,Noroccidente
1800000,50.0,2.0,1.0,0.0,Noroccidente
1350000,77.0,3.0,2.0,1.0,Noroccidente
1110000,160.0,3.0,3.0,1.0,Noroccidente
887000,75.0,2.0,2.0,0.0,Suroccidente
1350000,64.0,2.0,2.0,1.0,Noroccidente
750000,40.0,1.0,1.0,0.0,Suroccidente
1050000,95.0,3.0,2.0,1.0,Suroccidente
750000,40.0,1.0,1.0,0.0,Suroccidente
1880000,188.0,3.0,2.0,2.0,Noroccidente
920000,50.0,1.0,1.0,1.0,Noroccidente
2300000,105.0,3.0,3.0,1.0,Noroccidente
800000,64.0,3.0,2.0,1.0,Suroccidente
1174000,76.0,2.0,2.0,1.0,Noroccidente
1510000,80.0,3.0,2.0,1.0,Suroccidente
1120000,40.0,1.0,2.0,1.0,Noroccidente
904000,27.0,1.0,1.0,0.0,Suroccidente
1350000,56.0,1.0,2.0,1.0,Noroccidente
800000,80.0,3.0,2.0,0.0,Suroccidente
1100000,44.0,1.0,1.0,1.0,Noroccidente
1100000,62.0,2.0,2.0,1.0,Suroccidente
413000,25.0,1.0,1.0,0.0,Suroccidente
1300000,45.0,1.0,1.0,1.0,Noroccidente
650000,45.0,1.0,1.0,0.0,Noroccidente
2000000,120.0,2.0,3.0,1.0,Noroccidente
1600000,48.0,2.0,1.0,1.0,Noroccidente
700000,40.0,1.0,1.0,0.0,Suroccidente
1300000,87.0,3.0,2.0,1.0,Noroccidente
1100000,70.0,2.0,1.0,0.0,Noroccidente
800000,50.0,2.0,2.0,1.0,Suroccidente
790000,60.0,1.0,1.0,0.0,Suroccidente
950000,50.0,1.0,1.0,1.0,Noroccidente
1200000,122.0,3.0,3.0,1.0,Noroccidente
1100000,91.0,3.0,3.0,0.0,Noroccidente
2000000,90.0,2.0,2.0,1.0,Noroccidente
1000000,123.0,4.0,2.0,0.0,Suroccidente
1300000,96.0,3.0,2.0,0.0,Suroccidente
600000,29.0,1.0,1.0,0.0,Suroccidente
1450000,97.0,2.0,1.0,1.0,Noroccidente
1330000,109.0,3.0,2.0,1.0,Noroccidente
1700000,70.0,1.0,1.0,1.0,Noroccidente
2000000,82.0,3.0,2.0,1.0,Noroccidente
1328188,38.65,1.0,1.0,1.0,Noroccidente
1600000,76.0,2.0,2.0,1.0,Noroccidente
1800000,100.0,3.0,3.0,1.0,Noroccidente
1370000,127.0,3.0,2.0,1.0,Noroccidente
1500000,63.0,3.0,2.0,1.0,Noroccidente
1292722,70.0,2.0,2.0,1.0,Noroccidente
903060,80.0,2.0,1.0,0.0,Noroccidente
1400000,101.0,3.0,2.0,1.0,Noroccidente
1300000,94.0,3.0,2.0,0.0,Noroccidente
1300000,130.0,3.0,2.0,1.0,Noroccidente
2200000,180.0,3.0,4.0,2.0,Noroccidente
2400000,233.0,3.0,3.0,2.0,Noroccidente
2500000,71.0,3.0,2.0,1.0,Noroccidente
2000000,95.0,3.0,2.0,0.0,Noroccidente
1550000,80.0,2.0,2.0,0.0,Noroccidente
1409000,81.0,3.0,2.0,1.0,Noroccidente
1088000,61.0,2.0,2.0,1.0,Noroccidente
2500000,160.0,3.0,2.0,0.0,Noroccidente
1589000,75.0,2.0,2.0,1.0,Noroccidente
920000,40.0,1.0,1.0,1.0,Noroccidente
750000,27.0,1.0,1.0,0.0,Noroccidente
800000,117.0,3.0,1.0,0.0,Suroccidente
1100000,67.0,2.0,1.0,0.0,Noroccidente
3500000,201.0,3.0,4.0,2.0,Noroccidente
1300000,100.0,4.0,3.0,1.0,Noroccidente
1600000,62.0,2.0,2.0,0.0,Noroccidente
2200000,144.0,3.0,3.0,1.0,Noroccidente
1307000,86.0,3.0,2.0,1.0,Noroccidente
3600000,140.0,3.0,3.0,2.0,Noroccidente
6000000,350.0,3.0,4.0,2.0,Noroccidente
2300000,93.0,2.0,3.0,1.0,Noroccidente
1250000,80.0,3.0,3.0,1.0,Noroccidente
1477000,133.0,2.0,2.0,1.0,Noroccidente
1030000,78.0,2.0,2.0,1.0,Noroccidente
2500000,91.0,1.0,2.0,1.0,Noroccidente
1300000,92.0,3.0,2.0,1.0,Noroccidente
2723357,70.0,2.0,2.0,1.0,Noroccidente
2100000,45.0,1.0,1.0,1.0,Noroccidente
2245000,117.0,3.0,3.0,1.0,Noroccidente
1200000,39.0,1.0,1.0,1.0,Noroccidente
1300000,41.0,1.0,1.0,1.0,Noroccidente
1092000,65.0,1.0,2.0,1.0,Noroccidente
1675000,40.0,1.0,1.0,1.0,Noroccidente
1300000,45.0,1.0,1.0,1.0,Noroccidente
2251000,104.0,3.0,2.0,2.0,Noroccidente
2500000,140.0,3.0,3.0,2.0,Noroccidente
1600000,141.0,3.0,2.0,1.0,Noroccidente
1620000,42.0,1.0,1.0,1.0,Noroccidente
2700000,138.0,3.0,2.0,2.0,Noroccidente
3600000,200.0,3.0,2.0,2.0,Noroccidente
2500000,81.0,2.0,2.0,1.0,Noroccidente
2800000,154.0,3.0,2.0,2.0,Noroccidente
1420000,80.0,2.0,2.0,0.0,Noroccidente
1240000,59.0,2.0,2.0,1.0,Noroccidente
910000,41.0,1.0,1.0,1.0,Noroccidente
3800000,100.0,3.0,2.0,1.0,Noroccidente
3800000,189.0,2.0,3.0,2.0,Noroccidente
1600000,73.0,2.0,2.0,1.0,Noroccidente
5000000,253.0,3.0,4.0,2.0,Noroccidente
1400000,57.0,1.0,1.0,1.0,Noroccidente
1538000,83.0,3.0,2.0,1.0,Noroccidente
3000000,125.0,3.0,5.0,2.0,Noroccidente
817200,65.0,3.0,2.0,1.0,Suroccidente
1325000,120.0,3.0,3.0,1.0,Noroccidente
3000000,137.0,3.0,4.0,2.0,Noroccidente
1800000,148.0,3.0,3.0,1.0,Noroccidente
4900000,290.0,4.0,4.0,0.0,Noroccidente
2200000,135.0,3.0,2.0,1.0,Noroccidente
2600000,119.0,3.0,3.0,2.0,Noroccidente
950000,65.0,2.0,1.0,1.0,Noroccidente
1400000,42.0,1.0,1.0,1.0,Noroccidente
1300000,125.0,3.0,2.0,1.0,Noroccidente
1400000,42.0,1.0,2.0,1.0,Noroccidente
5000000,137.0,3.0,3.0,1.0,Noroccidente
650000,47.0,2.0,1.0,0.0,Suroccidente
1150000,45.0,1.0,1.0,1.0,Noroccidente
1200000,89.0,2.0,2.0,1.0,Noroccidente
1114000,75.0,3.0,2.0,0.0,Noroccidente
2200000,111.0,3.0,3.0,2.0,Noroccidente
2200000,111.0,3.0,3.0,2.0,Noroccidente
2650000,162.0,3.0,3.0,2.0,Noroccidente
2400000,200.0,3.0,2.0,2.0,Noroccidente
1350000,69.0,2.0,2.0,1.0,Noroccidente
1500000,80.0,3.0,2.0,1.0,Noroccidente
1600000,86.0,2.0,3.0,1.0,Noroccidente
2020000,121.0,3.0,2.0,1.0,Noroccidente
1200000,75.0,1.0,2.0,1.0,Noroccidente
8000000,400.0,4.0,5.0,1.0,Noroccidente
3879000,170.0,2.0,4.0,1.0,Noroccidente
2234000,47.0,1.0,2.0,1.0,Noroccidente
1600000,70.0,2.0,3.0,1.0,Noroccidente
1300000,110.0,3.0,2.0,0.0,Noroccidente
1400000,70.0,2.0,2.0,1.0,Noroccidente
1956000,48.0,1.0,1.0,1.0,Noroccidente
4500000,140.0,3.0,3.0,1.0,Noroccidente
1800000,161.0,3.0,2.0,0.0,Noroccidente
1320000,185.0,3.0,2.0,0.0,Noroccidente
1100000,52.0,1.0,2.0,1.0,Noroccidente
1665000,67.0,2.0,2.0,0.0,Noroccidente
2200000,130.0,3.0,3.0,1.0,Noroccidente
7000000,270.0,4.0,3.0,1.0,Noroccidente
1800000,40.0,1.0,2.0,1.0,Noroccidente
2500000,138.0,3.0,3.0,2.0,Noroccidente
5000000,90.0,2.0,2.0,1.0,Noroccidente
3500000,93.0,3.0,2.0,1.0,Noroccidente
1800000,45.0,1.0,1.0,1.0,Noroccidente
1300000,45.0,1.0,1.0,1.0,Noroccidente
1432000,118.0,2.0,2.0,1.0,Noroccidente
3150000,172.0,3.0,3.0,2.0,Noroccidente
4350000,160.0,3.0,4.0,1.0,Noroccidente
1795000,206.0,3.0,4.0,2.0,Noroccidente
3500000,210.0,3.0,3.0,2.0,Noroccidente
2950000,169.0,3.0,3.0,2.0,Noroccidente
1600000,82.0,2.0,3.0,1.0,Noroccidente
2350000,80.0,3.0,3.0,1.0,Noroccidente
4000000,169.0,3.0,3.0,2.0,Noroccidente
1350000,78.0,3.0,2.0,1.0,Noroccidente
3164000,120.0,3.0,3.0,1.0,Noroccidente
1600000,67.0,2.0,3.0,1.0,Noroccidente
2300000,55.0,1.0,2.0,1.0,Noroccidente
1100000,45.0,1.0,1.0,1.0,Noroccidente
1300000,90.0,3.0,2.0,1.0,Noroccidente
1600000,110.0,3.0,2.0,1.0,Noroccidente
6700000,198.0,3.0,4.0,2.0,Noroccidente
1100000,70.0,2.0,1.0,1.0,Noroccidente
1850000,90.0,2.0,2.0,1.0,Noroccidente
4500000,154.0,3.0,4.0,2.0,Noroccidente
1600000,104.0,2.0,3.0,1.0,Noroccidente
1300000,69.0,3.0,2.0,1.0,Noroccidente
2674307,145.0,3.0,2.0,2.0,Noroccidente
3850000,155.0,3.0,4.0,2.0,Noroccidente
1560000,86.0,2.0,2.0,1.0,Noroccidente
3000000,120.0,3.0,3.0,2.0,Noroccidente
2700000,125.0,3.0,3.0,2.0,Noroccidente
1650000,53.0,2.0,2.0,1.0,Noroccidente
1000000,64.0,2.0,1.0,0.0,Suroccidente
1500000,92.0,3.0,2.0,1.0,Noroccidente
1600000,96.0,3.0,3.0,1.0,Noroccidente
1812000,149.0,3.0,2.0,1.0,Noroccidente
1600000,140.0,4.0,3.0,2.0,Noroccidente
1675000,40.0,1.0,1.0,1.0,Noroccidente
3500000,105.0,3.0,2.0,1.0,Noroccidente
